"freq","word1","word2","word3","word4","word5"
"2","for","the","rest","of","our"
"6","for","the","rest","of","the"
"3","for","the","rest","of","your"
"2","for","the","rts","have","a"
"3","for","the","sake","of","the"
"2","for","the","second","straight","year"
"2","for","the","second","time","in"
"2","for","the","unk","at","the"
"2","for","the","unk","of","a"
"2","for","those","of","us","who"
"3","for","those","of","you","that"
"7","for","those","of","you","who"
"2","for","those","who","want","to"
"2","for","those","who","wish","to"
"2","for","unk","unk","unk","and"
"3","for","yards","and","two","touchdowns"
"2","for","years","and","years","to"
"2","for","your","interest","in","my"
"2","for","your","right","to","party"
"2","forget","to","stop","by","one"
"2","former","house","speaker","newt","gingrich"
"3","former","massachusetts","gov","mitt","romney"
"2","forward","to","hearing","from","you"
"2","forward","to","seeing","you","all"
"2","found","that","percent","of","drivers"
"2","four","games","of","the","season"
"2","fr","amazon","it","and","amazon"
"2","francis","slay","and","his","bodyguard"
"2","free","agent","of","all","time"
"2","free","and","open","to","the"
"2","free","e","book","award","winning"
"2","frenchman","unk","leads","in","korea"
"2","friends","i'll","make","oh","hey"
"15","from","a","m","to","p"
"2","from","all","of","us","here"
"4","from","all","over","the","world"
"2","from","amazon","services","llc","and"
"4","from","as","far","away","as"
"3","from","both","sides","of","the"
"2","from","every","border","give","us"
"2","from","many","of","you","through"
"3","from","noon","to","p","m"
"2","from","other","parts","of","the"
"2","from","p","m","to","p"
"3","from","people","who","want","to"
"3","from","state","to","state","and"
"4","from","the","back","of","the"
"3","from","the","bottom","of","our"
"2","from","the","federal","government","that"
"2","from","the","rest","of","the"
"2","from","the","start","of","the"
"2","from","the","state","department","of"
"3","from","the","top","of","the"
"2","from","the","unk","and","the"
"2","from","the","unk","point","of"
"2","from","time","to","time","i"
"2","from","unk","high","school","in"
"2","from","unk","to","unk","on"
"2","from","unk","to","unk","to"
"2","from","unk","unk","to","the"
"2","from","which","means","i'm","only"
"2","front","of","a","sellout","crowd"
"2","frying","pan","over","medium","heat"
"2","funny","thing","happened","on","the"
"2","g","carbohydrate","g","protein","g"
"2","g","fat","g","saturated","g"
"2","g","fiber","mg","sodium","percent"
"2","g","komen","for","the","cure"
"2","g","protein","g","carbohydrates","g"
"2","g","protein","g","fiber","mg"
"2","gad","and","the","half","tribe"
"2","general","and","the","department","of"
"2","get","a","chance","to","play"
"2","get","a","crown","that","will"
"2","get","a","feel","for","the"
"2","get","a","kick","out","of"
"2","get","back","on","track","with"
"2","get","even","less","than","you"
"2","get","in","on","the","action"
"5","get","in","the","way","of"
"2","get","in","touch","with","me"
"3","get","out","of","the","car"
"5","get","out","of","the","house"
"2","get","out","of","the","shower"
"3","get","real","rewards","just","for"
"2","get","the","feeling","that","the"
"3","get","the","most","out","of"
"2","get","the","scoop","on","the"
"3","get","to","the","point","where"
"2","getting","better","and","better","and"
"2","getting","ready","to","go","to"
"2","getting","to","know","each","other"
"2","getting","to","know","them","better"
"4","girl","with","the","dragon","tattoo"
"2","girlfriend","scream","while","having","sex"
"2","give","thanks","to","the","lord"
"2","giveaway","today","at","at","facebook"
"2","giving","the","keynote","at","a"
"3","glad","i'm","not","the","only"
"2","glad","to","have","you","rt"
"2","glad","you","had","a","great"
"2","glory","on","the","vessels","of"
"2","go","as","far","as","to"
"2","go","check","it","out","at"
"2","go","out","and","do","something"
"2","go","out","of","my","way"
"2","go","out","of","their","way"
"2","go","out","to","the","family"
"2","go","so","far","as","to"
"2","go","to","the","polls","and"
"2","go","to","the","same","school"
"2","go","to","unk","com","to"
"2","go","to","unk","org","for"
"6","go","to","www","unk","com"
"5","go","to","www","unk","org"
"2","goal","in","the","first","period"
"2","goals","in","math","and","percent"
"2","goals","scored","per","game","and"
"2","god","can","change","the","heart"
"2","god","is","good","all","the"
"2","god","with","all","your","heart"
"2","goes","by","that","i","don't"
"2","going","on","in","my","head"
"2","going","to","be","a","big"
"2","going","to","be","a","busy"
"5","going","to","be","a","good"
"2","going","to","be","a","great"
"4","going","to","be","a","long"
"3","going","to","be","able","to"
"3","going","to","be","an","amazing"
"3","going","to","be","one","of"
"2","going","to","be","the","best"
"2","going","to","be","the","key"
"2","going","to","be","the","unk"
"2","going","to","be","when","we"
"3","going","to","have","to","go"
"2","going","to","let","that","happen"
"2","going","to","write","a","book"
"2","gonna","be","are","you","gonna"
"2","gonna","be","say","you","gonna"
"2","good","idea","of","what","the"
"2","good","luck","to","all","the"
"2","good","time","to","be","unk"
"2","good","to","run","into","you"
"2","good","to","see","you","again"
"2","good","to","see","you","and"
"2","gop","primary","questions","the","margin"
"2","gospel","contrary","to","the","one"
"2","got","locked","out","of","my"
"2","got","pickles","i","got","pickles"
"2","got","to","be","able","to"
"2","got","to","hand","it","to"
"2","gov","john","kasich's","budget","proposal"
"2","government","and","the","welsh","government"
"2","government","as","far","as","i"
"2","graduated","from","high","school","in"
"2","graduated","from","unk","high","school"
"2","gray","rainbow","journey","limited","time"
"2","great","deal","more","information","about"
"2","great","nation","is","there","that"
"2","great","show","last","night","at"
"2","great","time","at","the","unk"
"2","great","to","see","you","too"
"2","great","way","to","spend","a"
"2","great","way","to","start","off"
"2","greatest","free","agent","of","all"
"2","guy","now","back","to","me"
"2","guy","that","was","about","to"
"2","guys","who","came","on","after"
"2","had","a","bit","of","a"
"2","had","a","couple","of","emails"
"2","had","a","different","plan","for"
"2","had","a","dream","last","night"
"3","had","a","great","time","at"
"2","had","a","heart","attack","should"
"2","had","a","lot","of","fun"
"2","had","been","able","to","do"
"2","had","it","in","my","head"
"3","had","little","to","do","with"
"2","had","me","laughing","out","loud"
"2","had","never","seen","anything","like"
"3","had","nothing","to","do","with"
"2","had","something","to","do","with"
"2","had","the","good","sense","to"
"2","had","to","deal","with","is"
"2","had","to","go","out","of"
"2","half","of","one","percent","of"
"2","hanging","on","to","the","unk"
"2","happen","for","a","reason","and"
"2","happened","on","the","way","to"
"2","happens","to","me","all","the"
"2","happens","to","the","best","of"
"2","happy","birthday","have","a","good"
"2","happy","birthday","i","hope","you"
"2","happy","birthday","to","my","brother"
"2","happy","holidays","from","all","of"
"2","happy","hour","p","m","monday"
"2","happy","martin","luther","king","jr"
"9","happy","mother's","day","to","all"
"6","happy","mothers","day","to","all"
"2","happy","new","year","to","all"
"2","happy","new","year","to","everyone"
"2","happy","new","year","to","you"
"2","happy","to","be","done","with"
"2","happy","to","say","i","am"
"2","hard","to","believe","that","the"
"2","hard","to","believe","that","we"
"2","hard","to","put","into","words"
"2","has","anyone","ever","told","you"
"3","has","been","a","while","since"
"2","has","been","one","of","my"
"3","has","been","one","of","the"
"2","has","been","part","of","our"
"3","has","been","taken","over","by"
"2","has","been","unk","by","a"
"2","has","been","very","good","to"
"2","has","come","a","long","way"
"2","has","got","to","be","the"
"2","has","had","to","learn","to"
"2","has","in","store","for","me"
"6","has","nothing","to","do","with"
"3","has","one","of","the","most"
"3","has","picked","up","an","offer"
"2","has","raised","more","than","million"
"2","has","the","ability","to","do"
"2","has","the","potential","to","be"
"4","has","to","be","one","of"
"2","has","to","say","about","this"
"2","have","a","good","rest","of"
"2","have","a","little","fun","with"
"2","have","a","long","way","to"
"2","have","a","lot","in","common"
"2","have","a","lot","more","to"
"2","have","a","lot","of","great"
"2","have","a","love","hate","relationship"
"2","have","a","story","for","you"
"2","have","a","very","clear","choice"
"3","have","a","wonderful","day","and"
"2","have","all","been","waiting","for"
"2","have","an","easier","time","finding"
"4","have","anything","to","do","with"
"2","have","been","won","from","a"
"2","have","better","things","to","do"
"2","have","come","to","an","end"
"2","have","expressed","concern","about","the"
"2","have","no","idea","what","the"
"3","have","not","been","able","to"
"2","have","nothing","to","do","with"
"2","have","plenty","of","time","to"
"2","have","so","much","going","on"
"2","have","taken","the","time","to"
"3","have","that","kind","of","money"
"2","have","the","rest","of","the"
"2","have","to","admit","that","i"
"2","have","to","admit","that","the"
"3","have","to","be","able","to"
"2","have","to","deal","with","the"
"2","have","to","do","is","put"
"3","have","to","do","to","enter"
"2","have","to","get","a","new"
"2","have","to","get","to","the"
"2","have","to","go","back","and"
"2","have","to","go","out","and"
"2","have","to","say","that","it"
"2","have","to","worry","about","him"
"2","have","you","checked","out","our"
"2","have","you","heard","of","the"
"2","have","you","tried","our","new"
"2","haven't","been","on","twitter","in"
"2","haven't","gotten","around","to","it"
"2","haven't","talked","to","you","in"
"2","having","her","face","messed","with"
"2","having","sex","a","call","her"
"2","having","such","a","good","day"
"2","having","to","do","with","religion"
"2","having","way","too","much","fun"
"2","he's","not","going","to","be"
"2","he's","one","of","those","guys"
"2","he","didn't","want","to","be"
"3","he","does","a","lot","of"
"2","he","doesn't","follow","me","never"
"2","he","feels","like","he","has"
"2","he","graduated","from","unk","high"
"2","he","had","been","informed","by"
"2","he","had","never","seen","anything"
"2","he","has","the","ability","to"
"2","he","is","the","author","of"
"2","he","kept","looking","at","me"
"2","he","might","be","able","to"
"2","he","might","make","known","the"
"2","he","must","be","rex","the"
"2","he","said","i","don't","know"
"2","he","said","in","a","statement"
"2","he","said","the","vast","majority"
"2","he","said","we","have","to"
"2","he","said","with","a","laugh"
"2","he","was","not","authorized","to"
"4","he","was","one","of","the"
"2","he","was","taken","to","the"
"2","head","on","aug","head","on"
"2","heart","and","with","all","your"
"2","heart","attack","should","they","save"
"2","hello","thanks","for","the","follow"
"2","helped","residents","red","cross","auto"
"2","helping","your","uncle","jack","off"
"2","her","in","the","face","and"
"2","here","are","a","couple","of"
"4","here","are","a","few","of"
"2","here","are","a","few","photos"
"4","here","are","some","of","the"
"2","here","are","some","pictures","of"
"2","here","in","a","long","time"
"2","here","is","a","link","to"
"2","here","is","a","list","of"
"2","here","is","what","i","came"
"2","here","or","is","it","just"
"2","hey","i","have","a","question"
"4","hey","i","just","met","you"
"2","hey","thanks","for","the","follow"
"2","hey","thanks","for","the","rt"
"2","high","school","where","i","was"
"2","higher","than","the","national","average"
"2","highest","and","best","use","of"
"2","him","i'm","not","trying","to"
"2","him","if","he","wants","to"
"2","him","out","of","the","game"
"2","his","first","start","of","the"
"2","his","glory","on","the","vessels"
"2","his","jersey","shore","name","salt"
"2","his","team","to","the","super"
"2","his","way","to","that","location"
"3","hit","a","two","run","homer"
"2","hogwarts","school","of","unk","and"
"2","holidays","from","all","of","us"
"2","home","with","pool","built","in"
"2","homeland","security","and","governmental","affairs"
"2","homeland","security","secretary","janet","napolitano"
"2","hooray","for","friends","i'll","make"
"2","hope","all","is","well","in"
"2","hope","everyone","had","a","great"
"3","hope","everyone","has","a","wonderful"
"6","hope","everyone","is","having","a"
"2","hope","to","see","you","all"
"3","hope","to","see","you","at"
"3","hope","to","see","you","in"
"2","hope","to","see","you","next"
"3","hope","to","see","you","there"
"2","hope","you'll","be","able","to"
"4","hope","you","all","had","a"
"5","hope","you","all","have","a"
"3","hope","you","are","having","a"
"2","hope","you","are","having","fun"
"2","hope","you","enjoy","the","unk"
"2","hope","you","feel","better","soon"
"3","hope","you","had","a","good"
"4","hope","you","had","a","great"
"2","hope","you","had","a","lovely"
"3","hope","you","have","a","good"
"5","hope","you","have","a","great"
"2","hope","you","have","a","lovely"
"3","hope","you","have","a","wonderful"
"2","hope","you","have","an","amazing"
"2","hopefully","i'll","get","to","see"
"3","hospitality","suite","will","open","for"
"2","hot","in","here","or","is"
"2","hour","and","a","half","for"
"3","house","in","the","block","of"
"2","house","of","blues","at","the"
"2","house","speaker","john","boehner","r"
"2","how","blessed","i","am","to"
"2","how","did","i","not","know"
"2","how","do","you","get","that"
"2","how","do","you","like","the"
"2","how","do","you","make","your"
"4","how","hard","it","is","to"
"2","how","i","feel","about","this"
"2","how","i","met","your","mother"
"2","how","important","it","is","to"
"2","how","is","your","day","going"
"2","how","it","can","work","the"
"2","how","many","times","do","i"
"2","how","much","of","it","is"
"3","how","to","deal","with","it"
"2","how","to","train","your","dragon"
"2","how","would","you","like","to"
"2","however","it","is","still","a"
"2","hp","and","pound","feet","of"
"2","hulk","captain","america","and","thor"
"2","humanity","at","its","most","unk"
"4","hundreds","if","not","thousands","of"
"2","hundreds","of","thousands","of","dollars"
"3","hundreds","of","thousands","of","people"
"2","hurts","but","i'm","still","a"
"2","i'll","be","at","the","unk"
"2","i'll","be","back","in","the"
"3","i'll","get","back","to","you"
"2","i'll","give","you","a","call"
"2","i'll","make","oh","hey","hey"
"4","i'll","see","if","i","can"
"2","i'm","a","big","fan","of"
"2","i'm","a","bit","of","a"
"2","i'm","a","huge","fan","of"
"2","i'm","giving","the","keynote","at"
"2","i'm","glad","you","like","it"
"2","i'm","going","back","to","unk"
"4","i'm","going","to","have","to"
"2","i'm","going","to","need","a"
"2","i'm","going","to","publish","it"
"2","i'm","going","to","write","a"
"2","i'm","just","doing","my","job"
"2","i'm","not","a","gangsta","by"
"2","i'm","not","even","going","to"
"3","i'm","not","going","to","be"
"2","i'm","not","going","to","say"
"2","i'm","not","saying","it's","right"
"2","i'm","not","sure","how","it"
"3","i'm","not","sure","if","i'm"
"7","i'm","not","the","only","one"
"2","i'm","not","trying","to","unk"
"2","i'm","one","of","those","people"
"3","i'm","so","proud","of","you"
"2","i'm","sorry","i","didn't","know"
"2","i'm","starting","to","feel","like"
"2","i'm","sure","i'm","not","the"
"2","i'm","sure","you","guys","are"
"2","i'm","very","happy","to","be"
"2","i'm","willing","to","give","it"
"2","i've","come","to","the","conclusion"
"2","i've","found","myself","in","this"
"2","i've","had","a","couple","of"
"2","i've","had","to","deal","with"
"2","i've","never","been","to","a"
"2","i've","never","met","he","doesn't"
"2","i've","seen","in","recent","memory"
"4","i","am","going","to","be"
"2","i","am","going","to","get"
"4","i","am","going","to","have"
"2","i","am","grateful","for","the"
"2","i","am","in","love","with"
"2","i","am","looking","forward","to"
"7","i","am","not","going","to"
"2","i","am","not","sure","how"
"2","i","am","not","surprised","i"
"4","i","am","not","talking","about"
"2","i","am","not","training","them"
"2","i","am","so","excited","about"
"2","i","am","so","glad","i"
"2","i","am","so","missing","my"
"2","i","am","so","not","feeling"
"4","i","am","so","proud","of"
"2","i","am","so","proud","to"
"2","i","am","so","tired","of"
"2","i","am","still","trying","to"
"3","i","am","truly","thankful","for"
"2","i","am","very","unk","about"
"2","i","am","who","i","am"
"2","i","am","working","on","the"
"2","i","ask","is","that","you"
"3","i","asked","her","if","she"
"2","i","asked","some","of","my"
"2","i","came","up","with","this"
"2","i","can't","be","the","only"
"2","i","can't","bring","myself","to"
"3","i","can't","figure","out","how"
"2","i","can't","sleep","at","night"
"3","i","can't","tell","you","how"
"3","i","can't","wait","for","the"
"2","i","can't","wait","for","this"
"2","i","can't","wait","for","to"
"7","i","can't","wait","to","get"
"2","i","can't","wait","to","go"
"4","i","can't","wait","to","hear"
"18","i","can't","wait","to","see"
"2","i","can","answer","any","questions"
"2","i","can","catch","up","on"
"2","i","can","do","all","things"
"2","i","can","go","to","sleep"
"2","i","can","only","imagine","what"
"2","i","can","say","is","that"
"2","i","can","start","the","day"
"2","i","can","take","care","of"
"4","i","can","tell","you","that"
"3","i","can","think","about","is"
"2","i","cannot","wait","for","the"
"2","i","cannot","wait","to","see"
"2","i","come","i","go","i"
"2","i","could","get","away","with"
"2","i","could","have","anyone","in"
"2","i","could","have","made","it"
"2","i","couldn't","put","it","down"
"2","i","cricket","letter","cricket","letter"
"2","i","d","been","through","a"
"2","i","decided","to","go","with"
"2","i","decided","to","take","a"
"3","i","did","not","know","that"
"2","i","did","not","want","to"
"2","i","didn't","even","know","i"
"2","i","didn't","think","i","could"
"2","i","didn't","think","i","was"
"2","i","didn't","want","to","be"
"2","i","do","believe","i","am"
"2","i","do","know","how","to"
"2","i","do","know","is","that"
"3","i","do","not","have","a"
"2","i","do","not","look","at"
"5","i","do","not","want","to"
"2","i","don't","agree","with","all"
"2","i","don't","care","what","anyone"
"3","i","don't","even","know","if"
"2","i","don't","even","know","what"
"5","i","don't","even","want","to"
"2","i","don't","expect","it","to"
"2","i","don't","have","a","life"
"2","i","don't","have","all","the"
"2","i","don't","have","time","for"
"3","i","don't","have","time","to"
"2","i","don't","know","about","you"
"2","i","don't","know","how","anyone"
"2","i","don't","know","how","but"
"3","i","don't","know","how","i"
"2","i","don't","know","how","long"
"2","i","don't","know","how","much"
"3","i","don't","know","how","they"
"4","i","don't","know","how","to"
"2","i","don't","know","i","just"
"7","i","don't","know","if","i"
"2","i","don't","know","if","it"
"2","i","don't","know","if","that"
"2","i","don't","know","if","unk"
"2","i","don't","know","if","you"
"5","i","don't","know","what","it"
"2","i","don't","know","what","the"
"2","i","don't","know","what","to"
"5","i","don't","know","why","i"
"2","i","don't","know","why","we"
"3","i","don't","really","know","how"
"2","i","don't","really","know","what"
"2","i","don't","remember","the","last"
"3","i","don't","think","i've","ever"
"3","i","don't","think","i","can"
"2","i","don't","think","i","ever"
"2","i","don't","think","i","have"
"2","i","don't","think","there","was"
"2","i","don't","think","they","are"
"2","i","don't","want","him","to"
"6","i","don't","want","to","be"
"3","i","don't","want","to","give"
"2","i","don't","want","to","go"
"2","i","don't","want","to","see"
"3","i","don't","want","to","unk"
"2","i","don't","want","you","to"
"2","i","drove","my","car","and"
"2","i","expected","it","to","be"
"2","i","feel","good","about","my"
"2","i","feel","like","i'm","doing"
"2","i","feel","like","i","have"
"2","i","feel","like","i","need"
"2","i","feel","like","i","was"
"2","i","feel","so","blessed","to"
"2","i","feel","so","much","better"
"2","i","feel","the","same","way"
"2","i","fell","in","love","with"
"2","i","felt","like","i","had"
"3","i","felt","like","i","was"
"2","i","find","it","hard","to"
"2","i","find","it","to","be"
"2","i","find","it","when","i'm"
"2","i","first","heard","the","song"
"2","i","forgot","to","take","pictures"
"2","i","forgot","to","tell","her"
"2","i","found","out","i","was"
"2","i","found","that","i","wanted"
"2","i","get","about","as","much"
"2","i","get","out","of","work"
"2","i","get","the","feeling","that"
"3","i","got","five","on","it"
"2","i","got","out","of","bed"
"2","i","got","pickles","i","got"
"2","i","got","the","call","from"
"2","i","guess","i","have","to"
"2","i","guess","times","have","changed"
"2","i","had","a","dream","about"
"2","i","had","a","dream","last"
"3","i","had","a","great","time"
"2","i","had","a","hard","time"
"4","i","had","a","lot","of"
"2","i","had","done","the","first"
"2","i","had","it","for","dinner"
"2","i","had","no","idea","what"
"2","i","had","to","go","out"
"2","i","had","to","make","a"
"2","i","had","to","move","the"
"2","i","hate","that","i","can't"
"2","i","hate","to","admit","it"
"2","i","hate","when","that","happens"
"2","i","have","a","feeling","that"
"2","i","have","a","hard","time"
"4","i","have","a","list","of"
"3","i","have","a","lot","of"
"3","i","have","a","lot","to"
"2","i","have","a","love","hate"
"2","i","have","a","story","for"
"2","i","have","a","tendency","to"
"2","i","have","a","ton","of"
"2","i","have","decided","to","get"
"2","i","have","found","so","far"
"2","i","have","had","very","little"
"2","i","have","never","had","the"
"2","i","have","never","seen","a"
"3","i","have","no","desire","to"
"3","i","have","no","idea","what"
"3","i","have","no","idea","why"
"2","i","have","no","problem","with"
"2","i","have","so","much","going"
"2","i","have","so","much","to"
"3","i","have","to","admit","i"
"8","i","have","to","admit","that"
"2","i","have","to","be","honest"
"2","i","have","to","do","is"
"2","i","have","to","do","my"
"3","i","have","to","go","to"
"2","i","have","to","say","i"
"4","i","have","to","say","that"
"2","i","have","to","take","a"
"4","i","have","to","tell","you"
"2","i","have","to","thank","my"
"2","i","have","yet","to","see"
"2","i","haven't","been","on","twitter"
"2","i","haven't","been","there","in"
"2","i","haven't","seen","you","in"
"2","i","honestly","don't","know","how"
"3","i","hope","all","is","well"
"2","i","hope","everyone","had","a"
"2","i","hope","i","can","be"
"2","i","hope","to","be","in"
"2","i","hope","you","all","had"
"2","i","hope","you","all","have"
"2","i","hope","you","had","a"
"5","i","hope","you","have","a"
"2","i","hope","you","have","an"
"2","i","hope","you","like","it"
"2","i","intend","to","get","around"
"2","i","invite","you","to","watch"
"3","i","just","can't","do","it"
"2","i","just","finished","a","mi"
"4","i","just","got","back","from"
"2","i","just","had","the","best"
"2","i","just","had","to","share"
"2","i","just","have","to","say"
"2","i","just","met","you","and"
"2","i","just","realized","that","i"
"2","i","just","want","to","come"
"2","i","just","want","to","say"
"2","i","just","wanted","to","go"
"2","i","just","woke","up","from"
"3","i","knew","i","had","to"
"2","i","knew","it","i","was"
"2","i","knew","it","would","be"
"2","i","knew","that","i","wanted"
"2","i","knew","what","i","wanted"
"2","i","knew","what","to","expect"
"3","i","know","a","lot","of"
"2","i","know","i","am","a"
"2","i","know","i","have","a"
"3","i","know","in","my","heart"
"2","i","know","that","it","is"
"2","i","know","they","will","tell"
"2","i","know","what","i","want"
"2","i","know","what","it's","like"
"2","i","know","what","it","is"
"2","i","know","what","you","mean"
"3","i","like","rt's","i","like"
"3","i","like","the","idea","of"
"2","i","like","to","go","to"
"2","i","like","to","think","of"
"2","i","like","to","think","that"
"3","i","look","forward","to","hearing"
"2","i","look","forward","to","seeing"
"2","i","love","all","of","you"
"3","i","love","him","so","much"
"3","i","love","it","when","i"
"2","i","love","the","way","he"
"2","i","love","these","guys","so"
"3","i","love","you","and","i"
"2","i","love","you","but","i"
"2","i","love","you","like","a"
"4","i","love","you","so","much"
"2","i","love","you","you're","so"
"2","i","loved","me","a","coral"
"2","i","made","the","decision","to"
"2","i","making","this","choice","because"
"2","i","mean","unk","i","mean"
"2","i","mentioned","in","a","previous"
"2","i","might","be","able","to"
"3","i","miss","her","so","much"
"4","i","miss","you","so","much"
"2","i","miss","you","too","we"
"2","i","must","admit","that","i"
"2","i","need","to","do","this"
"3","i","need","to","get","a"
"3","i","need","to","get","out"
"2","i","need","to","get","the"
"2","i","need","to","go","to"
"2","i","need","to","have","a"
"2","i","need","to","start","tweeting"
"2","i","need","to","take","my"
"2","i","need","to","talk","to"
"3","i","need","to","work","on"
"2","i","never","had","a","problem"
"3","i","never","thought","i","would"
"2","i","picked","up","a","few"
"2","i","posted","it","on","my"
"2","i","read","a","book","that"
"2","i","really","don't","know","what"
"2","i","really","want","to","be"
"2","i","really","want","to","but"
"2","i","really","want","to","do"
"2","i","received","an","email","from"
"2","i","remember","when","i","was"
"2","i","see","what","you","did"
"3","i","spend","a","lot","of"
"2","i","spend","most","of","my"
"2","i","spent","a","couple","of"
"2","i","tend","to","be","a"
"5","i","the","only","one","who"
"2","i","the","only","person","who"
"2","i","think","about","is","you"
"2","i","think","he's","a","great"
"2","i","think","i'm","addicted","to"
"5","i","think","i'm","going","to"
"2","i","think","i'm","the","only"
"2","i","think","i","got","a"
"2","i","think","i","just","saw"
"3","i","think","i","love","you"
"2","i","think","i","might","go"
"2","i","think","i","should","have"
"2","i","think","it's","a","great"
"2","i","think","it's","just","the"
"2","i","think","it's","time","for"
"2","i","think","it","is","the"
"4","i","think","it","would","be"
"2","i","think","she's","trying","to"
"2","i","think","that","i","can"
"2","i","think","they","could","have"
"3","i","think","this","is","a"
"2","i","think","this","is","the"
"2","i","think","we","can","all"
"3","i","think","we","need","to"
"2","i","think","you","need","to"
"2","i","thought","about","it","but"
"2","i","thought","i'd","try","to"
"2","i","thought","i","recognized","you"
"2","i","thought","i","saw","a"
"2","i","thought","i","was","going"
"6","i","thought","it","was","a"
"3","i","thought","it","was","an"
"2","i","thought","it","was","going"
"2","i","thought","it","was","the"
"8","i","thought","it","would","be"
"2","i","thought","you","were","going"
"2","i","threw","on","my","unk"
"2","i","told","her","i","was"
"2","i","told","him","it","would"
"3","i","took","a","deep","breath"
"2","i","understand","that","and","i"
"2","i","understand","the","need","to"
"2","i","used","for","my","image"
"2","i","used","to","be","a"
"2","i","used","to","have","a"
"2","i","wake","up","and","still"
"3","i","wake","up","in","the"
"2","i","wake","up","this","morning"
"2","i","want","middle","grade","that"
"4","i","want","to","be","a"
"2","i","want","to","be","as"
"2","i","want","to","be","at"
"2","i","want","to","do","a"
"3","i","want","to","do","is"
"2","i","want","to","do","that"
"2","i","want","to","get","back"
"2","i","want","to","get","the"
"5","i","want","to","go","to"
"2","i","want","to","know","what"
"2","i","want","to","know","why"
"2","i","want","to","learn","how"
"2","i","want","to","make","sure"
"2","i","want","to","thank","you"
"2","i","wanted","to","be","a"
"2","i","wanted","to","get","a"
"2","i","wanted","to","win","the"
"3","i","was","a","kid","i"
"2","i","was","able","to","download"
"2","i","was","an","extra","in"
"2","i","was","feeling","a","bit"
"4","i","was","going","to","be"
"2","i","was","going","to","have"
"2","i","was","going","to","put"
"2","i","was","going","to","send"
"2","i","was","hoping","for","a"
"2","i","was","in","awe","of"
"2","i","was","in","college","i"
"4","i","was","in","high","school"
"2","i","was","in","middle","school"
"2","i","was","in","one","of"
"2","i","was","just","thinking","about"
"4","i","was","looking","forward","to"
"2","i","was","one","of","the"
"2","i","was","pleased","to","see"
"2","i","was","really","hoping","to"
"2","i","was","really","looking","forward"
"2","i","was","so","excited","for"
"3","i","was","so","excited","to"
"2","i","was","so","excited","when"
"3","i","was","the","one","who"
"3","i","was","the","only","one"
"2","i","was","thinking","about","how"
"2","i","was","told","by","a"
"2","i","was","told","i","was"
"2","i","was","told","that","the"
"2","i","was","very","lucky","to"
"3","i","went","to","the","unk"
"2","i","were","to","use","this"
"2","i","will","always","love","you"
"3","i","will","be","able","to"
"2","i","will","be","in","the"
"2","i","will","ever","be","able"
"2","i","will","give","you","a"
"3","i","will","let","you","know"
"2","i","wish","i","could","be"
"2","i","wish","i","could","get"
"2","i","wish","i","could","go"
"3","i","wish","i","could","have"
"5","i","wish","i","had","a"
"2","i","wish","i","had","the"
"2","i","wish","i","were","a"
"2","i","wish","there","was","a"
"3","i","woke","up","this","morning"
"3","i","wonder","if","i","can"
"5","i","wonder","if","i","will"
"2","i","wonder","if","that","was"
"3","i","would","be","able","to"
"2","i","would","be","so","happy"
"2","i","would","do","the","best"
"3","i","would","like","to","be"
"2","i","would","like","to","discuss"
"2","i","would","like","to","enter"
"2","i","would","like","to","have"
"2","i","would","like","to","see"
"3","i","would","like","to","thank"
"2","i","would","like","to","welcome"
"2","i","would","love","to","have"
"3","i","would","love","to","know"
"3","i","would","love","to","see"
"3","i","would","love","to","talk"
"2","i","would","love","to","use"
"2","i","would","not","want","to"
"3","i","would","really","love","to"
"2","ideals","of","the","democratic","republic"
"2","ideas","and","opinions","the","motion"
"2","if","a","guy","that","was"
"2","if","i","am","going","to"
"2","if","i","could","have","anyone"
"2","if","i","don't","like","you"
"2","if","i","have","to","go"
"2","if","i","was","going","to"
"2","if","i","were","to","use"
"3","if","i","will","ever","be"
"2","if","it","makes","you","feel"
"2","if","not","thousands","of","people"
"2","if","on","a","winter's","night"
"2","if","only","god","can","change"
"2","if","senator","kyrillos","becomes","the"
"2","if","she","was","going","to"
"3","if","that","is","the","case"
"2","if","that","was","the","best"
"2","if","they","are","going","to"
"2","if","what","you","do","makes"
"2","if","you're","going","to","do"
"5","if","you're","looking","for","a"
"2","if","you","are","in","the"
"3","if","you","are","looking","for"
"2","if","you","are","planning","to"
"2","if","you","are","reading","this"
"2","if","you","are","trying","to"
"2","if","you","aren't","familiar","with"
"2","if","you","aren't","going","to"
"2","if","you","can","back","it"
"2","if","you","can","get","the"
"3","if","you","don't","have","a"
"2","if","you","don't","know","about"
"2","if","you","don't","like","the"
"5","if","you","don't","want","to"
"2","if","you","had","the","chance"
"2","if","you","happen","to","be"
"2","if","you","have","a","craving"
"5","if","you","have","any","questions"
"2","if","you","have","less","than"
"2","if","you","have","never","read"
"3","if","you","haven't","read","the"
"2","if","you","know","someone","who"
"2","if","you","live","in","the"
"3","if","you","look","at","the"
"2","if","you","really","want","to"
"2","if","you","tried","to","make"
"4","if","you","want","me","to"
"3","if","you","want","to","be"
"2","if","you","want","to","come"
"3","if","you","want","to","know"
"2","if","you","want","to","make"
"4","if","you","want","to","see"
"2","if","you","were","in","the"
"7","if","you","would","like","to"
"3","illinois","incorporated","in","item","above"
