"freq","word1"
20,"colours"
1,"colston"
8,"colt"
1,"colt's"
2,"colter"
4,"colton"
2,"coltrane"
13,"colts"
1,"coltsdocsvip"
1,"colucci"
32,"columbia"
1,"columbian"
1,"columbiaslough"
4,"columbine"
1,"columbo"
43,"columbus"
1,"columbusleasetobuy"
26,"column"
14,"columnist"
1,"columnists"
15,"columns"
1,"colunm"
1,"colunn"
1,"colville"
1,"colvin"
340,"com"
2,"coma"
1,"comal"
1,"comales"
2,"comb"
21,"combat"
1,"combatant"
2,"combating"
3,"combative"
1,"combaty"
1,"combed"
49,"combination"
9,"combinations"
36,"combine"
55,"combined"
6,"combines"
1,"combing"
12,"combining"
12,"combo"
1,"combos"
2,"combs"
1,"combses"
7,"comcast"
1036,"come"
18,"comeback"
2,"comebacks"
1,"comeblendwithus"
9,"comedian"
3,"comedians"
2,"comedic"
6,"comedies"
2,"comedogenic"
48,"comedy"
1,"comedycarlos"
2,"comella"
1,"comemoration"
1,"comeouttoplay"
1,"comer"
1,"comerci"
1,"comercial"
2,"comerica"
1,"comers"
289,"comes"
2,"comet"
1,"cometh"
1,"comets"
1,"comey"
32,"comfort"
1,"comfortability"
51,"comfortable"
8,"comfortably"
5,"comforter"
7,"comforting"
1,"comforts"
8,"comfy"
40,"comic"
1,"comic's"
1,"comically"
3,"comiccon"
16,"comics"
16,"comin"
470,"coming"
1,"comixology"
7,"comm"
2,"comma"
24,"command"
2,"commanded"
2,"commandeering"
10,"commander"
4,"commanders"
1,"commandeth"
3,"commanding"
1,"commandment"
2,"commandments"
1,"commando"
1,"commandos"
8,"commands"
1,"commatator"
7,"commemorate"
1,"commemorated"
1,"commemorating"
7,"commemorative"
5,"commence"
2,"commenced"
6,"commencement"
1,"commencing"
1,"commend"
1,"commendable"
1,"commendations"
1,"commendatory"
2,"commended"
131,"comment"
1,"commentaries"
15,"commentary"
3,"commentator"
9,"commented"
2,"commenter"
3,"commenters"
10,"commenting"
101,"comments"
26,"commerce"
1,"commerce's"
92,"commercial"
1,"commercialization"
2,"commercially"
29,"commercials"
1,"commerical"
1,"commienazisocialistkenyanmuslim"
1,"commingled"
1,"commiserated"
3,"commish"
91,"commission"
3,"commission's"
7,"commissioned"
45,"commissioner"
3,"commissioner's"
21,"commissioners"
2,"commissioning"
7,"commissions"
27,"commit"
43,"commitment"
5,"commitments"
1,"commitmnt"
1,"committal"
64,"committed"
108,"committee"
2,"committee's"
1,"committeeman"
13,"committees"
6,"committing"
1,"commmunity"
7,"commodities"
5,"commodity"
3,"commodore"
119,"common"
1,"common's"
3,"commonality"
10,"commonly"
1,"commonplace"
7,"commons"
2,"commonwealth"
3,"commotion"
7,"communal"
1,"communally"
3,"commune"
1,"communial"
17,"communicate"
5,"communicated"
6,"communicating"
29,"communication"
29,"communications"
1,"communicator"
1,"communicators"
6,"communion"
1,"communique"
3,"communism"
8,"communist"
2,"communists"
31,"communities"
299,"community"
1,"community's"
2,"commutation"
8,"commute"
1,"commuted"
3,"commuter"
8,"commuters"
1,"commutes"
6,"commuting"
1,"comn"
1,"como"
1,"comolli"
10,"comp"
7,"compact"
1,"compacter"
2,"compacts"
1,"compadre"
1,"compadres"
183,"companies"
14,"companion"
3,"companions"
2,"companionship"
387,"company"
39,"company's"
1,"companys"
1,"compaq"
6,"comparable"
2,"comparative"
1,"comparatively"
23,"compare"
65,"compared"
6,"compares"
6,"comparing"
19,"comparison"
6,"comparisons"
4,"compartment"
1,"compartmentalizing"
1,"compartments"
7,"compass"
1,"compasses"
19,"compassion"
5,"compassionate"
1,"compataiblity"
2,"compatible"
1,"comped"
4,"compel"
10,"compelled"
31,"compelling"
1,"compels"
6,"compensate"
2,"compensated"
2,"compensating"
15,"compensation"
35,"compete"
5,"competed"
1,"competence"
2,"competency"
7,"competent"
2,"competently"
3,"competes"
23,"competing"
1,"competion"
83,"competition"
10,"competitions"
34,"competitive"
1,"competitively"
7,"competitiveness"
1,"competiton"
7,"competitor"
1,"competitor's"
12,"competitors"
6,"compilation"
2,"compilations"
2,"compile"
7,"compiled"
1,"compiler"
1,"compiles"
3,"compiling"
2,"complacency"
1,"complacent"
27,"complain"
1,"complainant"
18,"complained"
2,"complainers"
10,"complaining"
6,"complains"
27,"complaint"
1,"complaint's"
26,"complaints"
11,"complement"
1,"complementarity"
2,"complementary"
2,"complemented"
1,"complements"
128,"complete"
1,"completecare"
40,"completed"
146,"completely"
1,"completeness"
1,"completes"
13,"completing"
8,"completion"
1,"completions"
1,"completive"
1,"completly"
64,"complex"
5,"complexes"
2,"complexities"
9,"complexity"
1,"complextion"
7,"compliance"
1,"complicate"
34,"complicated"
2,"complication"
7,"complications"
3,"complicity"
3,"complied"
1,"complies"
13,"compliment"
9,"complimentary"
3,"complimented"
8,"compliments"
11,"comply"
2,"complying"
8,"component"
8,"components"
20,"composed"
5,"composer"
1,"composer's"
4,"composers"
3,"composing"
4,"composite"
11,"composition"
2,"compositions"
3,"compost"
2,"composting"
2,"composure"
1,"compote"
10,"compound"
2,"compounded"
7,"compounds"
1,"comprehend"
1,"comprehended"
11,"comprehensive"
1,"comprehensively"
1,"compress"
4,"compressed"
3,"compression"
1,"comprise"
6,"comprised"
3,"comprises"
2,"comprising"
25,"compromise"
6,"compromised"
3,"compromises"
1,"compromising"
2,"comps"
1,"comptia"
2,"compton"
2,"compton's"
1,"comptroller"
1,"compulsion"
7,"compulsive"
2,"compulsory"
2,"compute"
106,"computer"
2,"computerized"
25,"computers"
4,"computing"
1,"compuware"
1,"comrade"
3,"comrades"
1,"comscore"
21,"con"
1,"con't"
4,"conan"
1,"conant"
1,"conaway"
1,"concave"
2,"conceal"
6,"concealed"
2,"concealers"
1,"concealing"
5,"concede"
5,"conceded"
2,"concedes"
1,"conceding"
1,"conceit"
1,"conceited"
2,"conceivable"
2,"conceivably"
2,"conceive"
12,"conceived"
1,"conceiving"
10,"concentrate"
7,"concentrated"
5,"concentrating"
10,"concentration"
2,"concentrations"
1,"concentric"
1,"concepcion"
59,"concept"
7,"conception"
1,"conceptions"
12,"concepts"
4,"conceptual"
1,"conceptualize"
56,"concern"
70,"concerned"
7,"concerning"
72,"concerns"
86,"concert"
1,"concerta"
2,"concerted"
1,"concertgoers"
1,"concertmaster"
10,"concerto"
4,"concertos"
16,"concerts"
6,"concession"
6,"concessions"
1,"conch"
1,"conchords"
6,"concierge"
2,"concise"
5,"conclude"
20,"concluded"
4,"concludes"
3,"concluding"
25,"conclusion"
9,"conclusions"
1,"conclusive"
2,"concocted"
3,"concoction"
1,"concomitantly"
7,"concord"
1,"concorde"
4,"concordia"
1,"concordia's"
1,"concords"
3,"concourse"
1,"concourt"
26,"concrete"
2,"concur"
1,"concurred"
2,"concurrent"
2,"concurrently"
1,"concurring"
1,"concusion"
1,"concussed"
9,"concussion"
4,"concussions"
1,"conde's"
2,"condemn"
4,"condemnation"
7,"condemned"
2,"condemning"
1,"condemns"
2,"condensation"
6,"condensed"
1,"condensing"
2,"condescending"
2,"condescension"
2,"condie"
2,"condiment"
54,"condition"
6,"conditional"
1,"conditionally"
4,"conditioned"
4,"conditioner"
1,"conditioners"
13,"conditioning"
47,"conditions"
13,"condo"
1,"condoleeza"
4,"condolences"
5,"condominium"
3,"condominiums"
3,"condoms"
2,"condon"
1,"condoning"
3,"condor"
1,"condors"
1,"condos"
1,"condotta"
2,"conducive"
35,"conduct"
26,"conducted"
9,"conducting"
1,"conductivity"
3,"conductor"
4,"conductors"
7,"conducts"
2,"conduit"
1,"condum"
12,"cone"
1,"coneheads"
1,"coner"
2,"cones"
1,"conesus"
1,"coney"
5,"conf"
1,"confectionary"
2,"confectioners"
1,"confections"
1,"confederacy"
4,"confederate"
1,"confederates"
1,"confederations"
176,"conference"
3,"conference's"
11,"conferences"
13,"confess"
7,"confessed"
1,"confesses"
12,"confession"
1,"confessional"
1,"confessionals"
1,"confessionnight"
3,"confessions"
4,"confetti"
60,"confidence"
43,"confident"
15,"confidential"
1,"confidentiality"
1,"confidentially"
4,"confidently"
1,"confiding"
1,"configuration"
2,"configuring"
4,"confine"
5,"confined"
2,"confinement"
3,"confines"
1,"confining"
14,"confirm"
7,"confirmation"
48,"confirmed"
2,"confirming"
8,"confirms"
1,"confiscate"
2,"confiscated"
1,"conflate"
38,"conflict"
3,"conflicted"
7,"conflicting"
1,"conflictofinterest"
17,"conflicts"
2,"confluence"
3,"conform"
1,"conformable"
2,"conformed"
1,"conformist"
1,"conformity"
1,"confounded"
1,"confounding"
5,"confront"
3,"confrontation"
16,"confronted"
4,"confronting"
2,"confronts"
3,"confucius"
2,"confuse"
56,"confused"
1,"confuser"
1,"confuses"
23,"confusing"
11,"confusion"
1,"cong"
1,"congas"
1,"congeal"
2,"congealed"
1,"congenital"
1,"congested"
4,"congestion"
1,"congestive"
2,"conglomerate"
1,"conglomerates"
7,"congo"
1,"congraduations"
1,"congrat"
143,"congrats"
2,"congratulate"
2,"congratulates"
2,"congratulating"
52,"congratulations"
1,"congratulatory"
1,"congratz"
1,"congraulations"
1,"congregants"
1,"congregate"
5,"congregation"
1,"congregations"
72,"congress"
1,"congress's"
24,"congressional"
9,"congressman"
1,"congressman's"
2,"congressmen"
3,"congresswoman"
1,"congresswomen"
2,"conifer"
1,"conjectured"
1,"conjectures"
1,"conjoined"
4,"conjunction"
1,"conjure"
1,"conjuring"
3,"conk"
1,"conklin"
2,"conley"
5,"conn"
1,"connable"
1,"connally"
41,"connect"
57,"connected"
4,"connectedness"
10,"connecticut"
1,"connecticut's"
15,"connecting"
56,"connection"
20,"connections"
1,"connective"
3,"connectivity"
1,"connector"
7,"connects"
1,"conned"
1,"connell"
2,"connelly"
1,"connemara"
2,"conner"
1,"connersville"
1,"connery's"
1,"connick"
4,"connie"
1,"connieislive"
1,"connivers"
2,"connoisseurs"
1,"connoisseurship"
5,"connor"
1,"connotation"
3,"connotations"
1,"conocophillips"
1,"conour"
13,"conquer"
3,"conquering"
2,"conqueror"
1,"conquerors"
1,"conquest"
5,"conrad"
5,"conroy"
4,"cons"
10,"conscience"
2,"conscientious"
1,"conscionable"
25,"conscious"
1,"consciously"
14,"consciousness"
1,"conscription"
29,"consecutive"
1,"consensual"
14,"consensus"
5,"consent"
1,"consented"
12,"consequence"
26,"consequences"
5,"consequently"
3,"conservancy"
1,"conservancy's"
18,"conservation"
3,"conservatism"
65,"conservative"
1,"conservative's"
1,"conservatively"
12,"conservatives"
4,"conservatory"
2,"conserving"
108,"consider"
9,"considerable"
12,"considerably"
2,"considerate"
19,"consideration"
9,"considerations"
94,"considered"
62,"considering"
11,"considers"
2,"considine"
1,"consigned"
9,"consist"
1,"consistancy"
3,"consisted"
19,"consistency"
39,"consistent"
23,"consistently"
5,"consisting"
11,"consists"
3,"consolation"
1,"consolations"
2,"console"
2,"consoles"
4,"consolidate"
6,"consolidated"
3,"consolidating"
1,"consolidation"
1,"consolo"
1,"consomme"
4,"consortium"
2,"consorts"
4,"conspicuous"
2,"conspiracies"
15,"conspiracy"
1,"conspirator"
1,"conspiratorially"
1,"conspirators"
3,"conspired"
1,"conspiring"
1,"constable"
1,"constabulary"
1,"constance"
2,"constancy"
30,"constant"
2,"constantine"
1,"constantino"
48,"constantly"
2,"constants"
1,"constellation"
1,"constellations"
1,"constipated"
2,"constipation"
1,"constituencies"
2,"constituency"
4,"constituent"
3,"constituents"
1,"constitute"
1,"constituted"
3,"constitutes"
28,"constitution"
19,"constitutional"
1,"constitutionalism"
2,"constitutionality"
2,"constitutionally"
1,"constrain"
2,"constrained"
1,"constraining"
5,"constraints"
1,"constricted"
1,"constriction"
1,"constrictions"
1,"constrictive"
4,"construct"
9,"constructed"
6,"constructing"
85,"construction"
1,"constructions"
9,"constructive"
1,"constructor"
2,"constructs"
1,"construed"
1,"consuetudinis"
1,"consul"
3,"consulate"
1,"consulates"
7,"consult"
1,"consultancy"
29,"consultant"
5,"consultants"
5,"consultation"
1,"consultations"
1,"consulted"
13,"consulting"
12,"consume"
10,"consumed"
44,"consumer"
2,"consumerism"
50,"consumers"
1,"consumerwriter"
2,"consumes"
14,"consuming"
1,"consummate"
1,"consummated"
20,"consumption"
1,"consumptions"
7,"cont"
1,"conta"
106,"contact"
18,"contacted"
5,"contacting"
17,"contacts"
2,"contagion"
5,"contagious"
24,"contain"
13,"contained"
22,"container"
15,"containers"
10,"containing"
1,"containment"
24,"contains"
1,"contaminants"
2,"contaminated"
1,"contaminating"
4,"contamination"
4,"conte"
4,"contemplate"
2,"contemplated"
1,"contemplates"
1,"contemplating"
3,"contemplation"
1,"contemplations"
1,"contemporaneous"
2,"contemporaries"
30,"contemporary"
8,"contempt"
1,"contemptuous"
9,"contend"
7,"contended"
8,"contender"
10,"contenders"
1,"contending"
4,"contends"
104,"content"
5,"contention"
7,"contentious"
3,"contentment"
6,"contents"
2,"contessa"
67,"contest"
6,"contestant"
9,"contestants"
1,"contested"
1,"contesting"
12,"contests"
37,"context"
1,"contexts"
3,"contextual"
1,"contextualisation"
6,"continent"
1,"continent's"
5,"continental"
1,"continental's"
5,"continents"
1,"contingencies"
6,"contingency"
6,"contingent"
5,"continual"
3,"continually"
6,"continuation"
200,"continue"
88,"continued"
84,"continues"
36,"continuing"
1,"continuities"
5,"continuity"
8,"continuous"
5,"continuously"
1,"continus"
1,"continuum"
1,"contort"
1,"contraband"
8,"contraception"
3,"contraceptive"
1,"contraceptives"
110,"contract"
5,"contracted"
1,"contracting"
2,"contraction"
6,"contractions"
18,"contractor"
9,"contractors"
38,"contracts"
2,"contractual"
3,"contradict"
2,"contradicted"
4,"contradiction"
3,"contradictions"
3,"contradictory"
1,"contradicts"
1,"contrafibularity"
1,"contralto"
4,"contraption"
2,"contraptions"
3,"contrarian"
10,"contrary"
1,"contras"
28,"contrast"
1,"contraste"
1,"contrasted"
3,"contrasting"
1,"contrastive"
1,"contrasts"
1,"contravened"
4,"contreras"
21,"contribute"
22,"contributed"
8,"contributes"
5,"contributing"
22,"contribution"
16,"contributions"
3,"contributor"
7,"contributors"
3,"contrived"
195,"control"
1,"controllables"
27,"controlled"
7,"controller"
5,"controllers"
15,"controlling"
21,"controls"
20,"controversial"
2,"controversies"
13,"controversy"
2,"contusion"
1,"conundrum"
1,"conundrums"
1,"convalescent"
1,"convalescing"
1,"convene"
2,"convened"
1,"convenes"
13,"convenience"
2,"conveniences"
10,"convenient"
5,"conveniently"
2,"convent"
43,"convention"
7,"conventional"
1,"conventionally"
1,"conventioneers"
6,"conventions"
1,"converge's"
1,"convergence"
1,"convergent"
93,"conversation"
3,"conversational"
2,"conversationalist"
41,"conversations"
4,"converse"
1,"conversed"
3,"conversely"
1,"conversing"
5,"conversion"
1,"conversley"
12,"convert"
7,"converted"
1,"converter"
3,"convertible"
4,"converting"
1,"converts"
1,"convesacion"
2,"convex"
6,"convey"
1,"conveyance"
2,"conveying"
1,"conveyor"
1,"conveyors"
3,"conveys"
2,"convict"
29,"convicted"
2,"convicting"
19,"conviction"
2,"convictions"
21,"convince"
38,"convinced"
13,"convincing"
9,"convo"
4,"convocation"
1,"convolved"
1,"convoy"
1,"convoys"
5,"conway"
3,"conyers"
4,"coo"
1,"coo's"
103,"cook"
2,"cook's"
7,"cookbook"
5,"cookbooks"
1,"cooke"
40,"cooked"
4,"cooker"
1,"cookery"
27,"cookie"
36,"cookies"
92,"cooking"
1,"cookout"
3,"cookouts"
11,"cooks"
325,"cool"
1,"coole"
5,"cooled"
13,"cooler"
12,"coolest"
4,"coolidge"
2,"coolies"
1,"coolin"
9,"cooling"
1,"coolly"
1,"coolness"
1,"cools"
1,"cooly"
1,"coombs"
1,"coon"
1,"cooney"
1,"coons"
1,"coooller"
4,"coop"
17,"cooper"
5,"cooper's"
3,"cooperate"
3,"cooperated"
10,"cooperation"
6,"cooperative"
1,"cooperatively"
2,"coopers"
1,"coops"
1,"coopsters"
6,"coordinate"
4,"coordinated"
3,"coordinates"
8,"coordinating"
3,"coordination"
18,"coordinator"
4,"coordinators"
6,"coors"
1,"coot"
7,"cooter"
1,"cooterween"
1,"cootes"
1,"coots"
16,"cop"
1,"cop's"
1,"copart"
1,"copay"
14,"cope"
1,"copeac"
1,"copeland"
3,"copenhagen"
2,"copes"
8,"copic"
1,"copicoz"
5,"copics"
3,"copied"
19,"copies"
1,"coping"
3,"copious"
1,"coplan"
4,"coples"
1,"copley"
1,"coppa"
1,"coppé"
2,"copped"
12,"copper"
1,"coppin"
1,"copping"
3,"coppola"
22,"cops"
1,"copters"
64,"copy"
1,"copyblogger"
2,"copying"
20,"copyright"
7,"copyrighted"
1,"copyrights"
1,"coq"
2,"cor"
1,"coracy"
24,"coral"
2,"coraline"
2,"corbett"
1,"corbyn"
1,"corckran"
6,"cord"
2,"cordero"
2,"cordial"
2,"cordially"
4,"cordish"
1,"cordless"
1,"cordon"
1,"cordoniu"
2,"cordova"
6,"cords"
2,"cordy"
46,"core"
1,"core'denations"
1,"coreal"
1,"cored"
1,"coree"
1,"corener"
1,"cores"
1,"coresponder"
9,"corey"
1,"corey's"
2,"corgi"
1,"corgis"
1,"cori"
5,"coriander"
1,"corinthian"
7,"corinthians"
3,"corissa"
1,"corizan"
8,"cork"
2,"corkage"
1,"corked"
2,"corks"
2,"corkscrew"
1,"corky"
1,"corliss"
1,"cormac"
1,"cormier"
1,"cormier's"
1,"cormorant"
1,"cormorants"
51,"corn"
7,"cornbread"
1,"cornea"
4,"corned"
2,"cornel"
8,"cornelius"
3,"cornell"
1,"cornellius"
90,"corner"
12,"cornerback"
4,"cornerbacks"
2,"cornered"
23,"corners"
4,"cornerstone"
2,"cornflakes"
1,"cornilles"
2,"cornish"
2,"cornmeal"
1,"cornmuffin"
1,"corns"
1,"cornucopia"
2,"cornville"
1,"cornwall"
1,"cornwell"
3,"corny"
1,"cornyn"
1,"corolla"
9,"corona"
3,"coronado"
2,"coronary"
4,"coronation"
2,"coroner"
4,"coroner's"
28,"corp"
2,"corpas"
2,"corporal"
66,"corporate"
1,"corporatenike"
22,"corporation"
23,"corporations"
19,"corps"
5,"corpse"
1,"corpseman"
2,"corpses"
1,"corpsman"
2,"corpus"
1,"corra"
4,"corral"
2,"corralled"
1,"corrals"
55,"correct"
6,"corrected"
2,"correcting"
13,"correction"
2,"correctional"
9,"corrections"
3,"corrective"
23,"correctly"
6,"correctness"
2,"corrects"
2,"correlate"
3,"correlated"
2,"correlation"
1,"corresponded"
4,"correspondent"
3,"correspondents"
3,"corresponding"
1,"corresponds"
1,"corretto"
1,"corriander"
1,"corrick"
12,"corridor"
3,"corridors"
2,"corroborated"
3,"corrosion"
1,"corrosive"
1,"corrugated"
6,"corrupt"
3,"corrupted"
21,"corruption"
1,"corruptly"
2,"corsair"
2,"corset"
1,"corsetry"
1,"corsets"
1,"cortège"
1,"cortés"
1,"cortese"
1,"cortex"
1,"cortez"
1,"corticosteroids"
1,"cortisol"
1,"cortisone"
1,"cortland"
2,"corvallis"
2,"corvette"
1,"corvgov"
1,"corvid"
9,"cory"
6,"corzine"
1,"corzine's"
11,"cos"
2,"cosby"
1,"cosby's"
1,"cose's"
1,"cosgrove"
1,"cosgrove's"
1,"cosign"
1,"coslik"
5,"cosmetic"
5,"cosmetics"
1,"cosmetology"
3,"cosmic"
6,"cosmo"
1,"cosmodrome"
1,"cosmonauts"
1,"cosmopolitan"
6,"cosmos"
167,"cost"
7,"costa"
1,"costa's"
2,"costakis"
1,"costar"
1,"costaricanbirdroute"
1,"costas"
9,"costco"
5,"costello"
1,"costello's"
1,"costelloe"
6,"costing"
5,"costly"
1,"costner"
137,"costs"
15,"costume"
16,"costumes"
1,"cosy"
2,"cot"
1,"cota"
3,"cote"
1,"cotes"
1,"cotija"
2,"cotogna"
3,"cotta"
11,"cottage"
1,"cottage's"
4,"cottages"
2,"cottleville"
5,"cotto"
1,"cotto's"
15,"cotton"
2,"cottons"
2,"cottonwood"
1,"cottrell"
39,"couch"
2,"couches"
6,"cougar"
2,"cougars"
14,"cough"
2,"coughed"
1,"coughin"
5,"coughing"
2,"coughlin"
4,"coughlin's"
1,"coughs"
1314,"could"
1,"could't"
8,"could've"
3,"coulda"
237,"couldn't"
1,"couldn'tcare"
10,"couldnt"
1,"couldve"
1,"coulis"
1,"coulomb"
1,"coulrophobia"
1,"coulson"
1,"coulter"
1,"coulter's"
142,"council"
4,"council's"
1,"councillors"
7,"councilman"
1,"councilmember"
1,"councilmembers"
3,"councilor"
2,"councilors"
6,"councils"
3,"councilwoman"
17,"counsel"
1,"counseled"
12,"counseling"
3,"counselling"
7,"counselor"
7,"counselors"
1,"counsels"
84,"count"
8,"countdown"
13,"counted"
1,"countenance"
30,"counter"
1,"counterattack"
1,"counterattacks"
6,"countered"
3,"counterfeit"
1,"countering"
2,"counterintuitive"
1,"countermeasures"
3,"counterpart"
13,"counterparts"
5,"counterpoint"
1,"counterproductive"
1,"counterproposal"
4,"counters"
3,"counterterrorism"
1,"counterterrorist"
1,"countertop"
1,"countertops"
2,"countess"
33,"counties"
25,"counting"
16,"countless"
70,"countries"
312,"country"
32,"country's"
1,"countryman"
1,"countrymen"
7,"countryside"
1,"countrywide"
43,"counts"
430,"county"
17,"county's"
1,"countyborder"
5,"countywide"
5,"coup"
2,"coupe"
268,"couple"
13,"couple's"
8,"coupled"
18,"couples"
21,"coupon"
2,"couponing"
8,"coupons"
36,"courage"
5,"courageous"
6,"courier"
395,"course"
1,"course's"
28,"courses"
251,"court"
5,"court's"
1,"courted"
1,"courteous"
15,"courtesy"
7,"courthouse"
1,"courtiers"
3,"courting"
9,"courtney"
2,"courtney's"
1,"courtnie"
6,"courtroom"
1,"courtrooms"
27,"courts"
1,"courtship"
3,"courtyard"
2,"couscous"
38,"cousin"
3,"cousin's"
13,"cousins"
1,"coustume"
1,"couter"
1,"coutu"
7,"couture"
10,"cove"
1,"covenant"
1,"covenanted"
4,"coventry"
1,"coventry's"
183,"cover"
60,"coverage"
1,"coverages"
1,"coverd"
84,"covered"
1,"covergirl"
34,"covering"
1,"coverings"
39,"covers"
1,"covert"
1,"covertly"
2,"coverttu"
1,"coverup"
6,"coveted"
1,"coveting"
2,"covina"
1,"covington"
16,"cow"
1,"cow's"
2,"cowan"
3,"coward"
2,"cowardice"
1,"cowardly"
1,"cowards"
12,"cowboy"
16,"cowboys"
1,"cowboys's"
1,"cowboysthursday"
1,"cowed"
1,"cowell"
1,"cower"
2,"cowering"
1,"cowers"
1,"cowgirl"
1,"cowhide"
1,"cowork"
5,"coworker"
6,"coworkers"
1,"coworking"
1,"cowpokes"
11,"cows"
13,"cox"
1,"coxx"
1,"coy"
4,"coyne"
8,"coyote"
17,"coyotes"
2,"coz"
1,"cozort"
1,"cozumel"
1,"cozumel's"
14,"cozy"
1,"cpa"
1,"cpap"
1,"cpc"
1,"cpdt"
1,"cpi"
1,"cpicc"
1,"cpj"
1,"cpms"
2,"cpp"
6,"cpr"
5,"cps"
3,"cpsc"
2,"cpw"
14,"crab"
1,"crabbit"
1,"crabs"
36,"crack"
5,"crackdown"
12,"cracked"
9,"cracker"
14,"crackers"
1,"crackin"
15,"cracking"
1,"crackingthecode"
2,"crackle"
1,"crackled"
2,"crackling"
1,"crackpipe"
12,"cracks"
1,"crackwalker"
1,"cracovia"
1,"craddock"
1,"crader"
3,"cradle"
1,"cradled"
1,"cradling"
1,"cradock"
59,"craft"
1,"craft's"
1,"craftability"
1,"craftbeer"
12,"crafted"
3,"crafter"
4,"crafters"
1,"craftgawker"
21,"crafting"
1,"crafton"
16,"crafts"
2,"craftsman"
1,"craftsman's"
2,"craftsmen"
1,"craftwork"
3,"crafty"
1,"crago"
1,"crags"
26,"craig"
1,"craig's"
1,"craigery"
1,"craigowens"
11,"craigslist"
1,"crain"
1,"craisins"
1,"cram's"
1,"cramer"
5,"crammed"
1,"cramp"
6,"cramped"
4,"cramping"
3,"cramps"
1,"crams"
1,"cramy"
1,"cran"
3,"cranberries"
4,"cranberry"
1,"cranbrook"
2,"crandall"
8,"crane"
2,"crane's"
2,"cranes"
1,"cranium"
5,"crank"
3,"cranked"
5,"cranking"
2,"cranks"
3,"cranky"
1,"cranmer's"
1,"cranny"
1,"cranny's"
1,"crant"
49,"crap"
1,"crapfest"
1,"crapload"
1,"crapola"
1,"crapped"
14,"crappy"
1,"craps"
2,"crapshoot"
1,"craptastic"
62,"crash"
10,"crashed"
12,"crashes"
8,"crashing"
1,"crashintoyou"
4,"crate"
1,"crater"
3,"crates"
8,"crave"
1,"craved"
1,"craven"
1,"cravin"
23,"craving"
4,"cravings"
1,"crawfish"
12,"crawford"
11,"crawl"
4,"crawled"
1,"crawlies"
3,"crawling"
1,"crawls"
5,"cray"
1,"crayfish"
1,"crayolas"
4,"crayon"
1,"crayons"
5,"craze"
3,"crazed"
3,"crazies"
2,"craziest"
5,"craziness"
214,"crazy"
1,"crazyland"
1,"crazytown"
1,"crazzzzzzyyyyy"
1,"crct"
2,"cre"
1,"crea"
2,"creaking"
1,"creaks"
2,"creaky"
137,"cream"
1,"creamer"
3,"creamery"
1,"creamier"
1,"creamiest"
4,"creams"
24,"creamy"
1,"crean"
2,"crease"
2,"creases"
1,"creason"
200,"create"
137,"created"
34,"creates"
1,"createspace"
1,"creatine"
87,"creating"
1,"creatinine"
38,"creation"
1,"creationism"
2,"creationists"
22,"creations"
85,"creative"
1,"creativeanimalrelief"
1,"creativegood"
6,"creatively"
1,"creativeness"
1,"creatives"
27,"creativity"
20,"creator"
1,"creator's"
6,"creators"
9,"creature"
1,"creature's"
20,"creatures"
2,"cred"
2,"credence"
1,"credential"
1,"credentialed"
1,"credentiales"
1,"credentialing"
4,"credentials"
1,"credenza"
11,"credibility"
4,"credible"
137,"credit"
11,"credited"
1,"crediting"
5,"creditors"
34,"credits"
4,"creed"
1,"creedal"
1,"creedence"
49,"creek"
1,"creeks"
2,"creekside"
1,"creekstomping"
1,"creeme"
4,"creep"
1,"creeped"
3,"creeper"
1,"creepers"
3,"creepin"
2,"creeping"
2,"creeps"
1,"creeptales"
24,"creepy"
1,"cregan"
2,"creighton"
2,"cremation"
2,"crematory"
10,"creme"
1,"cremini"
2,"cremins"
1,"cremoso"
4,"creole"
1,"creon"
1,"creosote"
3,"crepes"
3,"crept"
4,"crescendo"
1,"crescendos"
3,"crescent"
1,"cresent"
1,"creson"
7,"crest"
1,"crestfallen"
1,"crestline"
1,"crestmoor"
2,"creston"
1,"crestor"
1,"crestview"
1,"crestwood"
1,"crete"
2,"creve"
1,"crevice"
1,"crevices"
67,"crew"
1,"crewlove"
1,"crewmates"
1,"crewneck"
20,"crews"
1,"crezca"
1,"cri"
1,"crialese's"
10,"crib"
2,"cribs"
1,"cricinfo"
10,"cricket"
4,"crickets"
8,"cricut"
2,"crider"
27,"cried"
1,"crier"
15,"cries"
100,"crime"
29,"crimes"
1,"crimi"
67,"criminal"
1,"criminalized"
1,"criminally"
13,"criminals"
1,"criminologist"
1,"crimp"
4,"crimson"
6,"cringe"
1,"cringed"
2,"cringing"
1,"crinkled"
1,"cripes"
4,"cripple"
4,"crippled"
2,"cripples"
1,"crippling"
2,"crips"
1,"cris"
1,"criscuolo"
4,"crises"
64,"crisis"
1,"crisóstomo"
24,"crisp"
1,"crisper"
2,"crispus"
10,"crispy"
2,"criss"
1,"crisscrossing"
1,"cristen"
1,"cristiano"
1,"cristie"
1,"cristina"
2,"cristo"
1,"criswell"
10,"criteria"
1,"criteriaa"
2,"criterion"
21,"critic"
2,"critic's"
60,"critical"
6,"critically"
1,"criticise"
1,"criticised"
34,"criticism"
4,"criticisms"
5,"criticize"
17,"criticized"
1,"criticizes"
2,"criticizing"
1,"criticizm"
31,"critics"
6,"critique"
1,"critiques"
1,"critiquing"
1,"critmode"
1,"crits"
1,"crllloyd"
1,"croaked"
